"EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","JobInvolvement","PerformanceRating","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance"
302.0,38.0,"No","Travel_Rarely","Sales",10.0,3.0,"Medical","Male",4.0,"Laboratory Technician","Married",181720.0,6.0,12.0,2.0,"6",5.0,1.0,0.0,1.0,3.0,3.0,"4","3","1"
303.0,34.0,"No","Travel_Rarely","Research & Development",20.0,3.0,"Medical","Female",3.0,"Laboratory Technician","Divorced",57440.0,3.0,19.0,1.0,"7",4.0,0.0,0.0,0.0,2.0,3.0,"2","1","3"
304.0,52.0,"No","Travel_Rarely","Sales",21.0,5.0,"Technical Degree","Male",3.0,"Manager","Married",28890.0,1.0,11.0,1.0,"34",2.0,34.0,1.0,16.0,3.0,3.0,"3","1","4"
305.0,33.0,"Yes","Travel_Rarely","Research & Development",1.0,2.0,"Medical","Male",3.0,"Laboratory Technician","Single",28710.0,1.0,17.0,3.0,"10",2.0,10.0,7.0,8.0,3.0,3.0,"4","4","2"
306.0,25.0,"No","Travel_Rarely","Research & Development",8.0,3.0,"Life Sciences","Male",2.0,"Research Scientist","Single",74840.0,1.0,15.0,0.0,"6",3.0,6.0,1.0,4.0,3.0,3.0,"3","4","2"
307.0,45.0,"No","Travel_Rarely","Sales",2.0,3.0,"Life Sciences","Male",3.0,"Healthcare Representative","Single",60740.0,0.0,14.0,0.0,"9",2.0,8.0,3.0,1.0,3.0,3.0,"2","3","3"
308.0,23.0,"No","Travel_Rarely","Research & Development",23.0,1.0,"Life Sciences","Female",2.0,"Research Scientist","Single",173280.0,1.0,17.0,1.0,"2",2.0,2.0,0.0,2.0,1.0,3.0,"1","3","3"
309.0,47.0,"Yes","Travel_Frequently","Research & Development",4.0,3.0,"Life Sciences","Male",1.0,"Research Director","Single",27740.0,4.0,13.0,1.0,"NA",2.0,5.0,1.0,3.0,3.0,3.0,"2","3","3"
310.0,34.0,"No","Travel_Rarely","Research & Development",12.0,3.0,"Technical Degree","Male",1.0,"Research Scientist","Single",45050.0,1.0,12.0,0.0,"6",3.0,6.0,1.0,4.0,3.0,3.0,"4","4","3"
311.0,55.0,"Yes","Travel_Rarely","Human Resources",7.0,3.0,"Human Resources","Male",4.0,"Laboratory Technician","Married",74280.0,5.0,12.0,0.0,"24",2.0,5.0,1.0,4.0,3.0,3.0,"4","1","3"
312.0,36.0,"No","Non-Travel","Research & Development",7.0,2.0,"Life Sciences","Male",5.0,"Sales Executive","Single",116310.0,1.0,18.0,1.0,"10",2.0,10.0,0.0,9.0,1.0,3.0,"1","1","3"
313.0,52.0,"No","Non-Travel","Research & Development",1.0,4.0,"Life Sciences","Male",5.0,"Sales Executive","Married",97380.0,0.0,18.0,2.0,"5",2.0,4.0,1.0,2.0,3.0,3.0,"4","4","3"
314.0,26.0,"No","Travel_Frequently","Research & Development",2.0,2.0,"Life Sciences","Male",1.0,"Manufacturing Director","Divorced",28350.0,3.0,11.0,1.0,"5",2.0,2.0,2.0,0.0,3.0,3.0,"1","NA","3"
315.0,29.0,"No","Travel_Rarely","Research & Development",10.0,2.0,"Medical","Male",3.0,"Manufacturing Director","Married",169590.0,4.0,14.0,3.0,"11",5.0,8.0,1.0,1.0,3.0,3.0,"2","3","2"
316.0,26.0,"Yes","Travel_Rarely","Research & Development",15.0,2.0,"Life Sciences","Male",2.0,"Laboratory Technician","Single",26130.0,6.0,19.0,1.0,"6",2.0,4.0,1.0,2.0,3.0,3.0,"4","1","2"
317.0,34.0,"No","Travel_Rarely","Research & Development",14.0,4.0,"Technical Degree","Male",2.0,"Manufacturing Director","Single",61460.0,2.0,12.0,0.0,"10",3.0,4.0,1.0,3.0,3.0,3.0,"2","4","3"
318.0,54.0,"No","Travel_Rarely","Research & Development",18.0,4.0,"Medical","Female",2.0,"Laboratory Technician","Divorced",49630.0,9.0,15.0,1.0,"9",2.0,5.0,1.0,4.0,3.0,3.0,"4","1","3"
319.0,27.0,"No","Travel_Frequently","Research & Development",13.0,2.0,"Life Sciences","Female",4.0,"Research Scientist","Married",195370.0,0.0,12.0,0.0,"5",5.0,4.0,1.0,1.0,3.0,3.0,"3","4","3"
320.0,37.0,"No","Travel_Rarely","Sales",2.0,4.0,"Technical Degree","Male",2.0,"Manufacturing Director","Divorced",61720.0,0.0,11.0,0.0,"6",1.0,5.0,4.0,3.0,3.0,3.0,"4","1","2"
321.0,38.0,"No","Travel_Frequently","Sales",2.0,4.0,"Life Sciences","Female",2.0,"Research Scientist","Single",23680.0,6.0,11.0,1.0,"17",3.0,15.0,4.0,12.0,3.0,3.0,"1","1","3"
322.0,34.0,"No","Travel_Rarely","Sales",2.0,3.0,"Marketing","Male",1.0,"Sales Representative","Single",103120.0,1.0,12.0,0.0,"6",2.0,6.0,1.0,3.0,3.0,3.0,"3","1","3"
323.0,35.0,"No","Travel_Rarely","Research & Development",5.0,4.0,"Medical","Male",3.0,"Manager","Married",16750.0,1.0,16.0,0.0,"3",6.0,3.0,0.0,2.0,2.0,3.0,"1","4","2"
324.0,30.0,"No","Travel_Rarely","Research & Development",20.0,3.0,"Medical","Male",1.0,"Laboratory Technician","Married",25230.0,3.0,13.0,1.0,"7",2.0,2.0,0.0,2.0,3.0,3.0,"4","3","3"
325.0,40.0,"No","Travel_Frequently","Research & Development",10.0,4.0,"Medical","Male",2.0,"Manufacturing Director","Married",65670.0,1.0,13.0,1.0,"8",3.0,8.0,3.0,7.0,4.0,3.0,"3","2","3"
326.0,34.0,"No","Travel_Rarely","Research & Development",10.0,3.0,"Life Sciences","Male",3.0,"Healthcare Representative","Married",47390.0,5.0,24.0,2.0,"6",2.0,3.0,1.0,2.0,3.0,4.0,"3","1","3"
327.0,42.0,"No","Travel_Frequently","Research & Development",9.0,4.0,"Medical","Male",1.0,"Manufacturing Director","Divorced",92080.0,1.0,15.0,1.0,"24",2.0,24.0,14.0,9.0,4.0,3.0,"2","4","2"
328.0,23.0,"Yes","Travel_Rarely","Sales",2.0,3.0,"Medical","Female",4.0,"Manufacturing Director","Married",45590.0,1.0,18.0,1.0,"1",2.0,0.0,0.0,0.0,2.0,3.0,"3","1","3"
329.0,24.0,"No","Non-Travel","Sales",1.0,5.0,"Marketing","Female",1.0,"Manufacturing Director","Divorced",81890.0,1.0,14.0,1.0,"1",3.0,1.0,0.0,0.0,3.0,3.0,"3","2","3"
330.0,52.0,"No","Travel_Rarely","Research & Development",29.0,3.0,"Life Sciences","Male",2.0,"Manufacturing Director","Married",29420.0,8.0,11.0,1.0,"9",1.0,5.0,1.0,4.0,2.0,3.0,"4","3","3"
331.0,50.0,"No","Travel_Rarely","Research & Development",8.0,4.0,"Life Sciences","Male",2.0,"Sales Executive","Married",49410.0,5.0,11.0,1.0,"30",3.0,4.0,0.0,3.0,1.0,3.0,"3","3","3"
332.0,29.0,"Yes","Travel_Rarely","Sales",2.0,4.0,"Marketing","Female",4.0,"Research Scientist","Married",106500.0,1.0,13.0,2.0,"1",2.0,1.0,0.0,0.0,4.0,3.0,"2","1","3"
333.0,33.0,"No","Travel_Rarely","Research & Development",3.0,4.0,"Life Sciences","Male",4.0,"Manufacturing Director","Married",59020.0,0.0,12.0,1.0,"14",2.0,13.0,3.0,7.0,3.0,3.0,"3","3","4"
334.0,33.0,"Yes","Travel_Rarely","Research & Development",23.0,5.0,"Life Sciences","Male",1.0,"Human Resources","Single",86390.0,5.0,16.0,2.0,"6",3.0,3.0,0.0,2.0,2.0,3.0,"1","1","3"
335.0,47.0,"No","Travel_Rarely","Research & Development",6.0,4.0,"Other","Male",2.0,"Manager","Married",63470.0,1.0,14.0,0.0,"26",2.0,26.0,3.0,0.0,4.0,3.0,"3","4","2"
336.0,36.0,"No","Travel_Rarely","Sales",6.0,3.0,"Medical","Female",2.0,"Sales Executive","Married",42000.0,0.0,22.0,0.0,"10",3.0,9.0,0.0,5.0,3.0,4.0,"3","2","3"
337.0,29.0,"No","Travel_Rarely","Research & Development",10.0,3.0,"Other","Male",1.0,"Research Scientist","Married",34520.0,1.0,11.0,0.0,"10",3.0,10.0,0.0,7.0,2.0,3.0,"3","3","3"
338.0,58.0,"Yes","Travel_Rarely","Research & Development",24.0,3.0,"Other","Female",2.0,"Research Scientist","Single",43170.0,7.0,17.0,0.0,"40",2.0,31.0,13.0,8.0,3.0,3.0,"4","2","3"
339.0,35.0,"No","Travel_Rarely","Sales",10.0,4.0,"Marketing","Female",1.0,"Research Scientist","Single",26320.0,3.0,13.0,3.0,"7",3.0,2.0,2.0,2.0,4.0,3.0,"4","3","3"
340.0,42.0,"No","Travel_Rarely","Sales",15.0,1.0,"Marketing","Male",2.0,"Laboratory Technician","Married",46680.0,9.0,18.0,2.0,"8",2.0,4.0,0.0,2.0,3.0,3.0,"4","4","3"
341.0,28.0,"Yes","Travel_Rarely","Research & Development",19.0,4.0,"Medical","Female",2.0,"Sales Executive","Single",32040.0,6.0,16.0,1.0,"5",4.0,2.0,2.0,1.0,2.0,3.0,"3","3","2"
342.0,36.0,"No","Travel_Rarely","Research & Development",2.0,3.0,"Life Sciences","Male",2.0,"Healthcare Representative","Married",27200.0,4.0,14.0,1.0,"8",3.0,5.0,0.0,4.0,3.0,3.0,"3","2","3"
343.0,32.0,"No","Travel_Rarely","Research & Development",3.0,1.0,"Medical","Male",2.0,"Manufacturing Director","Married",171810.0,1.0,14.0,0.0,"14",2.0,14.0,6.0,8.0,2.0,3.0,"3","3","3"
344.0,40.0,"No","Travel_Frequently","Sales",9.0,3.0,"Marketing","Male",3.0,"Manufacturing Director","Single",22380.0,2.6948303347756775,14.0,0.0,"10",3.0,1.0,0.0,0.0,3.0,3.0,"1","3","3"
345.0,30.0,"No","Travel_Rarely","Research & Development",7.0,3.0,"Technical Degree","Male",2.0,"Research Director","Single",14830.0,5.0,13.0,0.0,"12",3.0,0.0,0.0,0.0,3.0,3.0,"3","4","2"
346.0,45.0,"No","Travel_Rarely","Research & Development",10.0,4.0,"Life Sciences","Male",1.0,"Research Director","Single",56050.0,1.0,12.0,2.0,"1",2.0,1.0,0.0,0.0,3.0,3.0,"2","3","3"
347.0,42.0,"No","Travel_Rarely","Research & Development",20.0,2.0,"Medical","Male",2.0,"Sales Representative","Married",72950.0,1.0,15.0,0.0,"10",3.0,9.0,7.0,8.0,3.0,3.0,"2","2","2"
348.0,38.0,"No","Travel_Frequently","Sales",4.0,3.0,"Medical","Male",2.0,"Research Scientist","Divorced",23060.0,2.0,19.0,1.0,"13",5.0,4.0,1.0,2.0,3.0,3.0,"1","1","2"
349.0,34.0,"No","Travel_Frequently","Research & Development",7.0,4.0,"Life Sciences","Male",3.0,"Laboratory Technician","Single",23480.0,1.0,14.0,1.0,"6",3.0,5.0,1.0,3.0,3.0,3.0,"3","4","3"
350.0,49.0,"Yes","Travel_Rarely","Sales",7.0,2.0,"Life Sciences","Female",2.0,"Healthcare Representative","Married",89980.0,1.0,14.0,2.0,"9",2.0,9.0,7.0,7.0,4.0,3.0,"3","4","4"
351.0,55.0,"Yes","Travel_Rarely","Human Resources",16.0,3.0,"Technical Degree","Male",4.0,"Manufacturing Director","Single",43190.0,4.0,11.0,0.0,"12",3.0,9.0,7.0,3.0,4.0,3.0,"3","4","2"
352.0,43.0,"No","Travel_Rarely","Research & Development",25.0,2.0,"Medical","Male",2.0,"Healthcare Representative","Married",61320.0,6.0,13.0,0.0,"22",3.0,4.0,1.0,0.0,2.0,3.0,"2","1","3"
353.0,27.0,"No","Travel_Rarely","Sales",2.0,4.0,"Medical","Male",2.0,"Manager","Divorced",33460.0,1.0,21.0,1.0,"9",2.0,9.0,0.0,8.0,2.0,4.0,"3","4","3"
354.0,35.0,"No","Travel_Rarely","Research & Development",1.0,3.0,"Medical","Male",1.0,"Research Director","Single",108550.0,3.0,13.0,1.0,"17",2.0,8.0,1.0,6.0,3.0,3.0,"3","3","4"
355.0,28.0,"No","Travel_Rarely","Sales",1.0,2.0,"Technical Degree","Female",1.0,"Sales Executive","Married",22310.0,1.0,12.0,0.0,"8",3.0,8.0,7.0,5.0,2.0,3.0,"2","2","3"
356.0,34.0,"No","Travel_Rarely","Sales",2.0,5.0,"Life Sciences","Male",4.0,"Research Scientist","Married",23230.0,0.0,17.0,0.0,"4",2.0,3.0,0.0,2.0,3.0,3.0,"3","4","1"
357.0,26.0,"Yes","Travel_Frequently","Research & Development",22.0,4.0,"Other","Female",1.0,"Sales Executive","Married",20240.0,1.0,23.0,0.0,"8",2.0,8.0,1.0,7.0,3.0,4.0,"3","3","3"
358.0,27.0,"No","Non-Travel","Sales",1.0,3.0,"Technical Degree","Female",1.0,"Sales Executive","Married",27130.0,1.0,11.0,0.0,"0",2.0,0.0,0.0,0.0,3.0,3.0,"4","4","2"
359.0,51.0,"No","Travel_Rarely","Sales",16.0,3.0,"Medical","Male",3.0,"Research Scientist","Married",94390.0,2.0,15.0,3.0,"29",0.0,20.0,4.0,17.0,3.0,3.0,"1","3","2"
360.0,44.0,"No","Travel_Rarely","Sales",24.0,5.0,"Medical","Female",1.0,"Sales Executive","Single",25660.0,9.0,11.0,1.0,"10",3.0,5.0,2.0,3.0,3.0,3.0,"4","2","2"
361.0,25.0,"No","Travel_Rarely","Research & Development",17.0,3.0,"Medical","Male",1.0,"Laboratory Technician","Single",199260.0,7.0,11.0,3.0,"6",5.0,4.0,0.0,1.0,4.0,3.0,"1","1","2"
362.0,33.0,"No","Travel_Rarely","Research & Development",8.0,4.0,"Life Sciences","Male",3.0,"Laboratory Technician","Divorced",24510.0,1.0,13.0,1.0,"9",3.0,9.0,0.0,8.0,2.0,3.0,"1","1","3"
363.0,35.0,"No","Travel_Rarely","Sales",6.0,4.0,"Medical","Female",2.0,"Manager","Single",94190.0,1.0,24.0,1.0,"6",5.0,6.0,1.0,1.0,2.0,4.0,"3","1","2"
364.0,36.0,"No","Travel_Rarely","Sales",10.0,4.0,"Marketing","Male",3.0,"Manager","Married",86860.0,1.0,13.0,0.0,"18",2.0,18.0,4.0,11.0,3.0,3.0,"2","4","2"
365.0,32.0,"No","Travel_Rarely","Research & Development",3.0,4.0,"Medical","Female",4.0,"Sales Executive","Divorced",30380.0,2.0,20.0,0.0,"8",3.0,5.0,0.0,3.0,3.0,4.0,"2","4","2"
366.0,30.0,"No","Travel_Frequently","Research & Development",4.0,5.0,"Medical","Male",5.0,"Sales Representative","Divorced",30580.0,9.0,14.0,1.0,"10",2.0,5.0,0.0,3.0,3.0,3.0,"2","4","2"
367.0,53.0,"No","Travel_Rarely","Sales",6.0,3.0,"Marketing","Male",4.0,"Sales Executive","Married",23250.0,7.0,18.0,1.0,"35",1.0,5.0,0.0,4.0,4.0,3.0,"1","4","3"
368.0,45.0,"No","Travel_Rarely","Research & Development",1.0,5.0,"Technical Degree","Male",2.0,"Healthcare Representative","Divorced",20880.0,4.0,15.0,3.0,"18",2.0,5.0,0.0,2.0,3.0,3.0,"4","1","3"
369.0,32.0,"No","Travel_Rarely","Sales",10.0,3.0,"Marketing","Female",1.0,"Human Resources","Married",30720.0,5.0,12.0,0.0,"9",4.0,5.0,1.0,3.0,1.0,3.0,"3","3","2"
370.0,52.0,"No","Travel_Frequently","Research & Development",1.0,1.0,"Life Sciences","Male",2.0,"Laboratory Technician","Married",50060.0,3.0,16.0,1.0,"31",2.0,9.0,0.0,0.0,3.0,3.0,"3","4","3"
371.0,37.0,"No","Travel_Rarely","Sales",24.0,2.0,"Life Sciences","Female",4.0,"Laboratory Technician","Divorced",42570.0,4.0,15.0,0.0,"9",2.0,1.0,0.0,0.0,3.0,3.0,"4","3","3"
372.0,28.0,"No","Travel_Rarely","Research & Development",21.0,4.0,"Life Sciences","Female",1.0,"Healthcare Representative","Divorced",25000.0,1.0,16.0,2.0,"6",3.0,5.0,0.0,4.0,3.0,3.0,"2","4","3"
373.0,22.0,"No","Travel_Rarely","Research & Development",2.0,2.0,"Life Sciences","Male",1.0,"Sales Representative","Married",11020.0,6.0,19.0,0.0,"4",3.0,2.0,2.0,2.0,2.0,3.0,"4","4","1"
374.0,44.0,"No","Travel_Rarely","Research & Development",22.0,3.0,"Medical","Female",1.0,"Laboratory Technician","Married",104530.0,2.0,11.0,1.0,"10",2.0,3.0,0.0,2.0,3.0,3.0,"1","4","2"
375.0,42.0,"No","Travel_Frequently","Sales",13.0,4.0,"Life Sciences","Female",2.0,"Laboratory Technician","Single",22880.0,5.0,16.0,1.0,"8",4.0,2.0,2.0,2.0,2.0,3.0,"2","4","3"
376.0,36.0,"No","Travel_Rarely","Research & Development",14.0,3.0,"Other","Male",2.0,"Research Scientist","Married",39290.0,0.0,24.0,0.0,"6",6.0,5.0,0.0,3.0,2.0,4.0,"1","1","3"
377.0,25.0,"No","Travel_Rarely","Sales",11.0,3.0,"Life Sciences","Female",1.0,"Laboratory Technician","Married",23110.0,1.0,11.0,1.0,"5",2.0,5.0,0.0,3.0,3.0,3.0,"3","1","3"
378.0,35.0,"No","Travel_Rarely","Research & Development",9.0,2.0,"Life Sciences","Female",1.0,"Healthcare Representative","Married",31400.0,1.0,13.0,1.0,"17",2.0,17.0,5.0,15.0,2.0,3.0,"4","3","3"
379.0,35.0,"Yes","Travel_Frequently","Sales",8.0,2.0,"Marketing","Female",1.0,"Laboratory Technician","Divorced",36900.0,1.0,13.0,1.0,"10",2.0,10.0,7.0,8.0,4.0,3.0,"4","2","2"
380.0,32.0,"No","Non-Travel","Research & Development",21.0,3.0,"Life Sciences","Male",1.0,"Sales Executive","Divorced",44500.0,0.0,13.0,0.0,"4",3.0,3.0,0.0,2.0,3.0,3.0,"4","4","3"
381.0,25.0,"No","Travel_Rarely","Sales",5.0,3.0,"Marketing","Female",4.0,"Research Scientist","Married",27560.0,1.0,12.0,2.0,"5",2.0,5.0,0.0,3.0,3.0,3.0,"3","1","4"
382.0,49.0,"No","Travel_Rarely","Sales",9.0,3.0,"Technical Degree","Female",2.0,"Sales Representative","Married",190330.0,2.0,18.0,1.0,"7",5.0,4.0,0.0,2.0,3.0,3.0,"3","1","3"
383.0,24.0,"No","Non-Travel","Research & Development",2.0,5.0,"Technical Degree","Male",2.0,"Healthcare Representative","Married",187220.0,0.0,22.0,1.0,"6",3.0,5.0,3.0,4.0,3.0,4.0,"1","4","2"
384.0,32.0,"No","Travel_Frequently","Research & Development",12.0,5.0,"Medical","Male",1.0,"Research Scientist","Married",95470.0,1.0,13.0,1.0,"10",3.0,10.0,5.0,3.0,2.0,3.0,"2","2","3"
385.0,38.0,"No","Travel_Rarely","Sales",22.0,2.0,"Medical","Male",1.0,"Sales Executive","Married",137340.0,0.0,13.0,0.0,"3",3.0,2.0,1.0,2.0,4.0,3.0,"2","2","3"
386.0,42.0,"No","Travel_Rarely","Research & Development",18.0,1.0,"Technical Degree","Female",2.0,"Research Scientist","Married",199990.0,2.0,23.0,1.0,"17",6.0,5.0,1.0,3.0,3.0,4.0,"3","4","2"
387.0,31.0,"No","Travel_Rarely","Research & Development",16.0,3.0,"Life Sciences","Female",3.0,"Sales Executive","Married",22790.0,3.0,12.0,1.0,"8",3.0,6.0,0.0,2.0,3.0,3.0,"4","4","3"
388.0,29.0,"Yes","Travel_Rarely","Sales",3.0,3.0,"Marketing","Male",3.0,"Laboratory Technician","Divorced",59160.0,6.0,12.0,0.0,"5",2.0,3.0,0.0,2.0,3.0,3.0,"2","3","3"
389.0,53.0,"No","Travel_Rarely","Research & Development",9.0,3.0,"Life Sciences","Male",1.0,"Sales Representative","Married",20890.0,5.0,16.0,0.0,"28",2.0,2.0,2.0,2.0,2.0,3.0,"1","4","3"
390.0,35.0,"No","Travel_Rarely","Research & Development",1.0,3.0,"Life Sciences","Male",3.0,"Healthcare Representative","Married",167920.0,3.0,12.0,1.0,"16",3.0,13.0,4.0,8.0,4.0,3.0,"4","2","3"
391.0,37.0,"No","Travel_Frequently","Research & Development",13.0,4.0,"Life Sciences","Female",3.0,"Human Resources","Married",35640.0,5.0,11.0,0.0,"10",1.0,5.0,0.0,0.0,1.0,3.0,"3","4","3"
392.0,53.0,"No","Travel_Rarely","Research & Development",1.0,1.0,"Medical","Male",1.0,"Sales Executive","Single",44250.0,6.0,22.0,1.0,"33",2.0,12.0,3.0,8.0,4.0,4.0,"4","4","3"
393.0,43.0,"No","Travel_Frequently","Research & Development",1.0,3.0,"Medical","Male",1.0,"Laboratory Technician","Married",52650.0,4.0,11.0,1.0,"12",4.0,5.0,2.0,2.0,3.0,3.0,"4","4","2"
394.0,47.0,"No","Travel_Rarely","Sales",15.0,4.0,"Marketing","Female",3.0,"Research Director","Married",65530.0,0.0,15.0,0.0,"8",2.0,7.0,7.0,7.0,3.0,3.0,"3","4","3"
395.0,37.0,"No","Non-Travel","Research & Development",1.0,5.0,"Medical","Female",2.0,"Research Scientist","Single",62610.0,1.0,12.0,0.0,"10",1.0,10.0,0.0,9.0,3.0,3.0,"1","2","3"
396.0,50.0,"No","Non-Travel","Research & Development",17.0,3.0,"Medical","Female",1.0,"Laboratory Technician","Divorced",42980.0,1.0,20.0,1.0,"31",6.0,31.0,14.0,7.0,3.0,4.0,"1","1","3"
397.0,39.0,"No","Travel_Rarely","Research & Development",1.0,3.0,"Other","Female",3.0,"Human Resources","Married",68040.0,8.0,14.0,1.0,"13",3.0,5.0,0.0,4.0,2.0,3.0,"4","4","3"
398.0,33.0,"No","Travel_Rarely","Sales",7.0,3.0,"Life Sciences","Male",2.0,"Manufacturing Director","Divorced",38150.0,3.0,11.0,1.0,"7",3.0,4.0,0.0,3.0,3.0,3.0,"4","2","4"
399.0,32.0,"Yes","Travel_Rarely","Research & Development",9.0,1.0,"Medical","Female",1.0,"Laboratory Technician","Single",27410.0,1.0,15.0,1.0,"1",5.0,1.0,0.0,1.0,2.0,3.0,"1","4","1"
400.0,29.0,"No","Travel_Rarely","Research & Development",5.0,4.0,"Life Sciences","Female",4.0,"Healthcare Representative","Divorced",66730.0,6.0,12.0,1.0,"8",2.0,4.0,0.0,3.0,4.0,3.0,"1","4","3"
401.0,44.0,"No","Travel_Rarely","Research & Development",26.0,2.0,"Life Sciences","Male",2.0,"Manufacturing Director","Married",76390.0,1.0,14.0,0.0,"8",6.0,8.0,7.0,1.0,3.0,3.0,"2","1","3"
402.0,28.0,"No","Travel_Rarely","Sales",24.0,5.0,"Life Sciences","Female",1.0,"Research Scientist","Single",23280.0,1.0,11.0,2.0,"4",3.0,4.0,0.0,2.0,3.0,3.0,"1","4","3"
403.0,58.0,"Yes","Travel_Frequently","Sales",9.0,2.0,"Technical Degree","Male",1.0,"Sales Executive","Divorced",21530.0,9.0,11.0,0.0,"3",3.0,1.0,0.0,0.0,3.0,3.0,"4","4","2"
404.0,43.0,"No","Travel_Rarely","Sales",7.0,4.0,"Marketing","Male",2.0,"Sales Executive","Divorced",48760.0,4.0,16.0,2.0,"4",4.0,1.0,0.0,0.0,3.0,3.0,"1","2","4"
405.0,20.0,"Yes","Travel_Rarely","Research & Development",11.0,3.0,"Medical","Male",2.0,"Sales Executive","Single",93960.0,1.0,12.0,0.0,"2",6.0,2.0,0.0,2.0,1.0,3.0,"3","3","2"
406.0,21.0,"Yes","Travel_Rarely","Research & Development",1.0,3.0,"Medical","Male",2.0,"Sales Executive","Single",104000.0,1.0,13.0,1.0,"1",2.0,1.0,0.0,0.0,3.0,3.0,"NA","4","2"
407.0,36.0,"No","Travel_Rarely","Research & Development",26.0,4.0,"Medical","Male",1.0,"Laboratory Technician","Married",84740.0,0.0,14.0,0.0,"17",3.0,16.0,4.0,11.0,3.0,3.0,"3","4","2"
408.0,47.0,"No","Travel_Rarely","Research & Development",2.0,3.0,"Life Sciences","Male",2.0,"Manufacturing Director","Single",99810.0,1.0,21.0,1.0,"3",3.0,3.0,1.0,2.0,3.0,4.0,"4","4","2"
409.0,22.0,"Yes","Travel_Rarely","Research & Development",15.0,4.0,"Life Sciences","Female",1.0,"Laboratory Technician","Married",124900.0,0.0,13.0,0.0,"4",3.0,3.0,0.0,2.0,3.0,3.0,"2","3","4"
410.0,41.0,"Yes","Travel_Rarely","Research & Development",23.0,3.0,"Life Sciences","Female",2.0,"Sales Executive","Divorced",26570.0,4.0,11.0,0.0,"10",3.0,7.0,1.0,0.0,4.0,3.0,"2","4","2"
411.0,28.0,"No","Travel_Rarely","Research & Development",10.0,3.0,"Life Sciences","Female",3.0,"Manager","Divorced",135910.0,5.0,20.0,1.0,"6",2.0,2.0,2.0,2.0,3.0,4.0,"3","3","3"
412.0,39.0,"Yes","Travel_Rarely","Research & Development",10.0,4.0,"Life Sciences","Female",4.0,"Human Resources","Married",66960.0,7.0,11.0,0.0,"8",3.0,2.0,2.0,2.0,3.0,3.0,"4","1","1"
413.0,27.0,"No","Travel_Rarely","Research & Development",1.0,3.0,"Medical","Male",1.0,"Research Scientist","Single",20580.0,1.0,14.0,1.0,"1",5.0,1.0,0.0,0.0,3.0,3.0,"2","3","3"
414.0,34.0,"No","Travel_Rarely","Research & Development",12.0,2.0,"Technical Degree","Male",2.0,"Human Resources","Divorced",88650.0,1.0,11.0,1.0,"1",0.0,1.0,1.0,0.0,3.0,3.0,"2","2","3"
415.0,42.0,"No","Travel_Rarely","Sales",11.0,1.0,"Technical Degree","Male",2.0,"Human Resources","Single",59400.0,7.0,16.0,0.0,"10",2.0,5.0,0.0,3.0,2.0,3.0,"3","3","3"
416.0,33.0,"No","Travel_Rarely","Sales",2.0,3.0,"Marketing","Female",1.0,"Sales Executive","Single",59140.0,3.0,16.0,1.0,"6",4.0,3.0,0.0,2.0,3.0,3.0,"3","1","3"
417.0,58.0,"No","Travel_Rarely","Research & Development",2.0,4.0,"Life Sciences","Male",1.0,"Research Scientist","Divorced",26220.0,2.0,23.0,0.0,"24",3.0,6.0,0.0,4.0,3.0,4.0,"3","2","3"
418.0,31.0,"No","Travel_Rarely","Sales",1.0,3.0,"Life Sciences","Female",1.0,"Sales Representative","Married",121850.0,3.0,14.0,0.0,"13",2.0,7.0,5.0,2.0,3.0,3.0,"2","3","4"
419.0,35.0,"No","Travel_Rarely","Research & Development",2.0,1.0,"Life Sciences","Male",3.0,"Healthcare Representative","Married",106090.0,1.0,22.0,0.0,"10",3.0,10.0,0.0,7.0,3.0,4.0,"4","4","1"
420.0,49.0,"No","Travel_Rarely","Research & Development",25.0,2.0,"Life Sciences","Female",2.0,"Sales Executive","Married",43450.0,4.0,15.0,0.0,"29",3.0,26.0,1.0,7.0,2.0,3.0,"1","2","2"
421.0,48.0,"No","Travel_Rarely","Research & Development",1.0,4.0,"Medical","Male",1.0,"Research Scientist","Married",21770.0,4.0,18.0,0.0,"13",4.0,0.0,0.0,0.0,3.0,3.0,"4","3","2"
422.0,31.0,"No","Non-Travel","Research & Development",1.0,2.0,"Technical Degree","Female",2.0,"Sales Executive","Married",27930.0,1.0,16.0,0.0,"9",4.0,9.0,0.0,0.0,3.0,3.0,"4","3","2"
423.0,36.0,"No","Travel_Rarely","Human Resources",2.0,4.0,"Technical Degree","Male",1.0,"Sales Executive","Single",79180.0,2.0,12.0,2.0,"8",3.0,6.0,0.0,1.0,2.0,3.0,"2","4","3"
424.0,38.0,"No","Travel_Rarely","Sales",6.0,3.0,"Other","Male",2.0,"Sales Executive","Married",87890.0,1.0,11.0,3.0,"15",4.0,15.0,5.0,11.0,3.0,3.0,"4","1","3"
425.0,32.0,"No","Non-Travel","Sales",18.0,3.0,"Marketing","Male",1.0,"Laboratory Technician","Married",23890.0,6.0,12.0,1.0,"5",4.0,3.0,0.0,2.0,2.0,3.0,"3","2","3"
